Name,Platform,Year,Genre,Publisher,NorthAmerica_Sales,Europe_Sales,Japan_Sales,Other_Sales,Global_Sales
Cars: Race-O-Rama,PS2,2009,Racing,THQ,0.27,0.03,0.0,0.17,0.47
Downhill Domination,PS2,2003,Racing,Codemasters,0.23,0.18,0.0,0.06,0.47
NHL 15,X360,2014,Sports,Electronic Arts,0.35,0.07,0.0,0.04,0.47
Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.47
World Series of Poker,PS2,2005,Misc,Activision,0.39,0.01,0.0,0.06,0.47
Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Role-Playing,Level 5,0.0,0.01,0.46,0.0,0.47
NHL 97,PS,1996,Sports,Electronic Arts,0.26,0.18,0.0,0.03,0.47
We Sing Encore,Wii,2010,Misc,Nordic Games,0.0,0.41,0.0,0.06,0.47
Kong: The 8th Wonder of the World,GBA,2005,Action,Ubisoft,0.33,0.12,0.0,0.01,0.47
MX vs. ATV: Alive,PS3,2011,Racing,THQ,0.24,0.15,0.0,0.07,0.47
Mega Man Star Force 3: Black Ace / Red Joker,DS,2008,Action,Capcom,0.22,0.0,0.22,0.02,0.47
Crayola: Treasure Adventures,DS,2007,Puzzle,Ignition Entertainment,0.43,0.01,0.0,0.03,0.47
Godzilla: Save the Earth,PS2,2004,Fighting,Atari,0.23,0.18,0.0,0.06,0.47
Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,0.36,0.09,0.0,0.01,0.47
Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47
Imagine: Figure Skater (US sales),DS,2007,Sports,Ubisoft,0.46,0.01,0.0,0.0,0.47
Mat Hoffman's Pro BMX 2,PS2,2002,Sports,Activision,0.23,0.18,0.0,0.06,0.46
Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0.0,0.06,0.46
The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46
Iridion 3D,GBA,2001,Shooter,THQ,0.33,0.12,0.0,0.01,0.46
MX vs. ATV Untamed,PS3,2007,Racing,THQ,0.35,0.06,0.0,0.05,0.46
Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46
Destroy All Humans!,XB,2005,Shooter,THQ,0.34,0.11,0.0,0.02,0.46
Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,Infogrames,0.33,0.12,0.0,0.01,0.46
Country Dance 2,Wii,2011,Misc,GameMill Entertainment,0.44,0.0,0.0,0.03,0.46
Razor Freestyle Scooter,PS,1999,Sports,Ubisoft,0.26,0.17,0.0,0.03,0.46
Crash of the Titans,Wii,2007,Action,Vivendi Games,0.4,0.03,0.0,0.04,0.46
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46
Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.46
Rygar: The Legendary Adventure,PS2,2002,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0.0,0.09,0.46
Super Batter Up,SNES,1992,Sports,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46
Kessen II,PS2,2001,Strategy,THQ,0.13,0.1,0.2,0.03,0.46
Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46
Stuart Little 2,GBA,2002,Platform,Activision,0.33,0.12,0.0,0.01,0.46
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46
"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,0.13,0.25,0.0,0.09,0.46
Tak 2: The Staff of Dreams,GBA,2004,Platform,THQ,0.33,0.12,0.0,0.01,0.46
Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,0.2,0.03,0.21,0.02,0.46
Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,0.38,0.03,0.02,0.04,0.46
ATV Offroad Fury Pro,PSP,2006,Racing,Sony Computer Entertainment,0.37,0.04,0.0,0.05,0.46
Dora The Explorer: Dora Saves the Snow Princess,DS,2008,Platform,Take-Two Interactive,0.27,0.16,0.0,0.04,0.46
SingStar Amped,PS2,2007,Misc,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.46
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46
Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,0.36,0.06,0.0,0.04,0.46
Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,0.34,0.09,0.0,0.04,0.46
Dragon Ball Z: Sagas,PS2,2005,Fighting,Atari,0.38,0.01,0.0,0.06,0.46
Scooby-Doo,GBA,2001,Platform,THQ,0.33,0.12,0.0,0.01,0.46
The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.19,0.19,0.0,0.08,0.46
Hydro Thunder,PS,1999,Racing,Midway Games,0.26,0.17,0.0,0.03,0.46
Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,0.23,0.14,0.0,0.09,0.46
American Girl: Kit Mystery Challenge!,DS,2008,Adventure,THQ,0.42,0.0,0.0,0.03,0.46
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo,0.04,0.16,0.24,0.01,0.46
NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03,0.46
Deadpool,X360,2013,Action,Activision,0.26,0.16,0.0,0.04,0.46
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46
Virtua Tennis 4,PS3,2011,Sports,Sega,0.09,0.25,0.03,0.09,0.46
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.46
Gremlins,2600,1983,Action,Atari,0.43,0.03,0.0,0.0,0.46
The Mark of Kri,PS2,2002,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46
Jampack Winter 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46
Rugrats: Castle Capers,GBA,2001,Action,THQ,0.33,0.12,0.0,0.01,0.46
Crash Nitro Kart,GBA,2003,Racing,Vivendi Games,0.33,0.12,0.0,0.01,0.46
Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,LucasArts,0.19,0.19,0.0,0.07,0.46
Farming Simulator 2015,PS3,2015,Simulation,Koch Media,0.11,0.28,0.0,0.07,0.46
Bleach: The Blade of Fate,DS,2006,Fighting,Sega,0.3,0.01,0.12,0.03,0.46
Madden NFL 12,Wii,2011,Sports,Electronic Arts,0.43,0.0,0.0,0.03,0.46
LEGO Rock Band,DS,2009,Misc,Warner Bros. Interactive Entertainment,0.33,0.09,0.0,0.04,0.46
Mad Max (2015),XOne,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.16,0.0,0.04,0.46
"Barbie: Jet, Set & Style!",DS,2011,Misc,THQ,0.37,0.05,0.0,0.03,0.46
Jak and Daxter: The Lost Frontier,PS2,2009,Platform,Sony Computer Entertainment,0.22,0.17,0.0,0.06,0.46
Momotarou Dentetsu 11,PS2,2002,Misc,Hudson Soft,0.0,0.0,0.46,0.0,0.46
Command & Conquer: Red Alert 3,X360,2008,Strategy,Electronic Arts,0.18,0.23,0.0,0.05,0.46
Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46
Skylanders: SuperChargers,X360,2015,Action,Activision,0.24,0.18,0.0,0.04,0.46
The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0.0,0.04,0.46
Star Wars: Demolition,PS,2000,Racing,Activision,0.25,0.17,0.0,0.03,0.46
Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0.0,0.04,0.46
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.08,0.1,0.23,0.05,0.46
Bloody Roar II,PS,1999,Fighting,Virgin Interactive,0.25,0.17,0.0,0.03,0.46
Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,0.22,0.17,0.0,0.06,0.46
Burnout Dominator,PSP,2007,Racing,Electronic Arts,0.02,0.38,0.01,0.06,0.46
NBA Live 07,X360,2006,Sports,Electronic Arts,0.42,0.0,0.0,0.04,0.46
Vin Diesel: Wheelman,X360,2009,Racing,Ubisoft,0.24,0.17,0.0,0.05,0.46
Space Invaders,SNES,1994,Shooter,Taito,0.0,0.0,0.46,0.0,0.46
.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,0.14,0.11,0.17,0.04,0.46
Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.23,0.0,0.04,0.46
Mother 1+2,GBA,2003,Role-Playing,Nintendo,0.0,0.0,0.45,0.01,0.46
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.11,0.07,0.05,0.46
iCarly,Wii,2009,Adventure,Activision,0.42,0.0,0.0,0.03,0.46
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Puzzle,Nintendo,0.05,0.05,0.34,0.01,0.46
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0.0,0.04,0.46
Top Spin,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.0,0.02,0.46
Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.43,0.0,0.0,0.03,0.46
Warhawk,PS,1995,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.46
Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.46
Red Faction: Armageddon,PS3,2011,Shooter,THQ,0.2,0.16,0.03,0.07,0.46
DanceStar Party,PS3,2011,Misc,Sony Computer Entertainment,0.0,0.35,0.0,0.1,0.46
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.13,0.1,0.15,0.07,0.46
Tales of Vesperia,PS3,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.45,0.0,0.45
Thief (2014),XOne,2014,Action,Square Enix,0.26,0.15,0.0,0.04,0.45
Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,0.03,0.03,0.38,0.02,0.45
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005,Platform,THQ,0.33,0.12,0.0,0.01,0.45
Tales of Hearts,PSV,2013,Role-Playing,Namco Bandai Games,0.15,0.13,0.09,0.08,0.45
Missile Command,PS,1999,Shooter,Atari,0.25,0.17,0.0,0.03,0.45
Lego Batman 3: Beyond Gotham,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0.0,0.04,0.45
Barbie as The Island Princess,Wii,2007,Adventure,Activision,0.42,0.0,0.0,0.03,0.45
Jikkyou Powerful Pro Yakyuu 3,SNES,1996,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45
The Walking Dead: Season One,PS4,2014,Adventure,Telltale Games,0.12,0.25,0.01,0.08,0.45
Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45
Enter the Matrix,GC,2003,Action,Atari,0.34,0.09,0.02,0.01,0.45
Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.36,0.06,0.0,0.03,0.45
NASCAR 2005: Chase for the Cup,XB,2004,Racing,Electronic Arts,0.34,0.1,0.0,0.02,0.45
J-League Excite Stage '95,SNES,1995,Sports,Epoch,0.0,0.0,0.45,0.0,0.45
The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45
Phantasy Star Online Episode I & II,GC,2002,Role-Playing,Infogrames,0.23,0.06,0.16,0.01,0.45
Moshi Monsters: Moshlings Theme Park,DS,2012,Misc,Activision,0.03,0.37,0.0,0.05,0.45
The Powerpuff Girls: Relish Rampage,PS2,2002,Action,BAM! Entertainment,0.22,0.17,0.0,0.06,0.45
Resistance: Burning Skies,PSV,2012,Shooter,Sony Computer Entertainment,0.21,0.16,0.02,0.07,0.45
NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.39,0.03,0.0,0.03,0.45
Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45
Brain Challenge,DS,2008,Misc,Ubisoft,0.41,0.01,0.0,0.03,0.45
NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.38,0.01,0.0,0.06,0.45
Watch Dogs,PC,2014,Action,Ubisoft,0.14,0.26,0.0,0.05,0.45
Karaoke Revolution Presents American Idol Encore,Wii,2008,Misc,Konami Digital Entertainment,0.42,0.0,0.0,0.03,0.45
Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,0.4,0.03,0.0,0.03,0.45
Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0.3,0.11,0.0,0.04,0.45
Ghostbusters,2600,1985,Puzzle,Activision,0.42,0.03,0.0,0.0,0.45
NCAA Gamebreaker 99,PS,1998,Sports,989 Studios,0.25,0.17,0.0,0.03,0.45
Area 51,PS2,2005,Shooter,Midway Games,0.22,0.17,0.0,0.06,0.45
World Stadium 2,PS,1998,Sports,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45
Sega Rally Revo,X360,2007,Racing,Sega,0.12,0.28,0.0,0.05,0.45
NHL 2005,PS2,2004,Sports,Electronic Arts,0.22,0.17,0.0,0.06,0.45
TNA iMPACT!,X360,2008,Fighting,Midway Games,0.26,0.15,0.0,0.04,0.45
Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,Activision,0.34,0.1,0.0,0.02,0.45
Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.39,0.02,0.0,0.03,0.45
Phoenix,2600,1981,Simulation,Atari,0.42,0.02,0.0,0.0,0.45
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.13,0.0,0.06,0.45
F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45
My Fashion Studio,DS,2007,Misc,Ubisoft,0.41,0.01,0.0,0.03,0.45
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.17,0.21,0.0,0.07,0.45
Rock Band Country Track Pack,Wii,2009,Misc,MTV Games,0.42,0.0,0.0,0.03,0.45
Pro Evolution Soccer 2016,PS3,2015,Sports,Konami Digital Entertainment,0.08,0.18,0.15,0.05,0.45
Apocalypse,PS,1998,Action,Activision,0.25,0.17,0.0,0.03,0.45
Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009,Action,Activision,0.27,0.14,0.0,0.04,0.45
PES 2009: Pro Evolution Soccer,Wii,2009,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45
Yu-Gi-Oh! Destiny Board Traveler,GBA,2004,Misc,Konami Digital Entertainment,0.32,0.12,0.0,0.01,0.45
SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.26,0.0,0.08,0.45
God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.45,0.0,0.45
Samurai Warriors 3,Wii,2009,Action,Nintendo,0.1,0.02,0.32,0.01,0.45
World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45
One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.08,0.22,0.1,0.05,0.45
Sphinx and the Cursed Mummy,PS2,2003,Action,THQ,0.22,0.17,0.0,0.06,0.45
Fatal Fury 2,SNES,1993,Fighting,Takara,0.0,0.0,0.45,0.0,0.45
Rampage World Tour,N64,1998,Action,GT Interactive,0.36,0.08,0.0,0.01,0.45
Pokemon Puzzle League,N64,2000,Puzzle,Nintendo,0.36,0.08,0.0,0.01,0.45
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.13,0.07,0.06,0.45
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.45
FIFA 15,3DS,2014,Sports,Electronic Arts,0.09,0.33,0.0,0.03,0.45
Petz: Catz 2,Wii,2007,Simulation,Ubisoft,0.41,0.01,0.0,0.03,0.45
Bee Movie Game,DS,2007,Action,Activision,0.41,0.0,0.0,0.03,0.45
Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0.12,0.0,0.01,0.45
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,0.22,0.03,0.0,0.2,0.45
Persona,PS,1995,Role-Playing,Atlus,0.0,0.0,0.42,0.03,0.45
Band Hero,DS,2009,Misc,Activision,0.21,0.19,0.0,0.05,0.45
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.45
Hot Wheels: Stunt Track Challenge,GBA,2004,Racing,THQ,0.32,0.12,0.0,0.01,0.45
Viking: Battle for Asgard,X360,2008,Action,Sega,0.16,0.24,0.0,0.05,0.45
Mobile Suit Gundam,PS,1995,Action,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45
SingStar Take That,PS2,2009,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.39,0.45
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.45
Final Fantasy Collection,PS,1999,Role-Playing,Square,0.0,0.0,0.42,0.03,0.45
Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Misc,Disney Interactive Studios,0.09,0.02,0.0,0.34,0.45
NBA Live 10,X360,2009,Sports,Electronic Arts,0.4,0.02,0.0,0.03,0.45
Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,0.04,0.03,0.36,0.01,0.45
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.05,0.0,0.05,0.45
NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45
WWE WrestleMania 21,XB,2005,Fighting,THQ,0.34,0.1,0.0,0.02,0.45
Brunswick Pro Bowling,X360,2010,Sports,505 Games,0.38,0.04,0.0,0.03,0.45
Worms: Open Warfare 2,PSP,2007,Strategy,THQ,0.04,0.26,0.0,0.14,0.45
NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0.0,0.01,0.45
Defender II,2600,1987,Shooter,Atari,0.42,0.02,0.0,0.0,0.45
WWE Day of Reckoning,GC,2004,Fighting,THQ,0.35,0.09,0.0,0.01,0.45
Dragon Quest Heroes: Rocket Slime,DS,2005,Action,Square Enix,0.13,0.0,0.31,0.01,0.45
ATV Quad Power Racing 2,XB,2003,Racing,Acclaim Entertainment,0.36,0.07,0.0,0.01,0.45
Walt Disney World Quest: Magical Racing Tour,PS,2000,Racing,Eidos Interactive,0.25,0.17,0.0,0.03,0.45
Sled Storm,PS2,2002,Racing,Electronic Arts,0.22,0.17,0.0,0.06,0.45
Vandal Hearts,PS,1996,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45
Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,0.13,0.16,0.13,0.03,0.45
Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45
Jawbreaker,2600,1981,Action,Tigervision,0.42,0.03,0.0,0.0,0.45
Scooby-Doo! Mystery Mayhem,PS2,2004,Action,THQ,0.22,0.17,0.0,0.06,0.45
Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,0.32,0.12,0.0,0.01,0.45
Crash: Mind Over Mutant,PSP,2008,Platform,Vivendi Games,0.11,0.22,0.0,0.12,0.45
Karaoke Revolution,Wii,2009,Misc,Konami Digital Entertainment,0.24,0.16,0.0,0.04,0.45
Discovery Kids: Kitten Corner,DS,2009,Simulation,505 Games,0.42,0.0,0.0,0.03,0.45
Just Dance 2014,XOne,2013,Misc,Ubisoft,0.3,0.11,0.0,0.04,0.45
Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004,Misc,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44
Payday 2,PS3,2013,Shooter,505 Games,0.21,0.15,0.0,0.08,0.44
Major League Baseball 2K6,PS2,2006,Sports,Spike,0.37,0.01,0.0,0.06,0.44
Jampack Volume 13 (RP-M),PS2,2005,Misc,Sony Computer Entertainment,0.37,0.01,0.0,0.06,0.44
World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44
NBA Live 2000,N64,1999,Sports,Electronic Arts,0.42,0.02,0.0,0.0,0.44
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005,Misc,THQ,0.37,0.01,0.0,0.06,0.44
Disney Infinity 3.0,X360,2015,Action,Disney Interactive Studios,0.19,0.21,0.0,0.04,0.44
TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.3,0.11,0.0,0.04,0.44
The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0.0,0.06,0.44
Disney Infinity 3.0,WiiU,2015,Action,Disney Interactive Studios,0.2,0.21,0.0,0.04,0.44
Van Helsing,PS2,2004,Action,Activision,0.22,0.17,0.0,0.06,0.44
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.3,0.12,0.0,0.02,0.44
Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai Games,0.41,0.0,0.0,0.03,0.44
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.13,0.0,0.04,0.44
Metro: Last Light,PS3,2013,Action,Deep Silver,0.14,0.2,0.03,0.08,0.44
The Urbz: Sims in the City (all regions sales),DS,2004,Simulation,Electronic Arts,0.4,0.01,0.02,0.0,0.44
Spawn: Armageddon,PS2,2003,Action,Electronic Arts,0.22,0.17,0.0,0.06,0.44
The Godfather (US sales),XB,2006,Action,Electronic Arts,0.33,0.1,0.0,0.02,0.44
DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.13,0.01,0.04,0.44
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,0.26,0.15,0.0,0.04,0.44
World Stadium EX,PS,1996,Sports,Namco Bandai Games,0.0,0.0,0.41,0.03,0.44
Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44
Battlefield 2: Modern Combat,PS2,2005,Shooter,Electronic Arts,0.37,0.01,0.0,0.06,0.44
G-Force,Wii,2009,Action,Disney Interactive Studios,0.19,0.2,0.0,0.05,0.44
Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,0.25,0.15,0.0,0.04,0.44
50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44
Densetsu no Stafi 2,GBA,2003,Platform,Nintendo,0.0,0.0,0.43,0.01,0.44
Independence Day,PS,1997,Shooter,Fox Interactive,0.25,0.17,0.0,0.03,0.44
Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,0.18,0.22,0.0,0.04,0.44
Chocobo Racing,PS,1999,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.19,0.1,0.11,0.05,0.44
Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0.0,0.04,0.44
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.1,0.0,0.02,0.44
Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,0.1,0.29,0.0,0.05,0.44
My Spanish Coach,DS,2007,Misc,Ubisoft,0.4,0.01,0.0,0.03,0.44
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.04,0.44
Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005,Shooter,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44
Ms. Pac-Man Maze Madness,PS,2000,Puzzle,Namco Bandai Games,0.25,0.17,0.0,0.03,0.44
Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44
Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft,0.0,0.0,0.44,0.0,0.44
Bomberman II,NES,1991,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44
Duke Nukem 64,N64,1997,Shooter,GT Interactive,0.35,0.08,0.0,0.01,0.44
Sin and Punishment: Star Successor,Wii,2009,Shooter,Nintendo,0.2,0.14,0.06,0.04,0.44
Jump Start Pet Rescue,Wii,2009,Misc,Knowledge Adventure,0.41,0.0,0.0,0.03,0.44
Naughty Bear,PS3,2010,Action,505 Games,0.18,0.18,0.0,0.07,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005,Misc,THQ,0.34,0.09,0.0,0.01,0.44
Super Robot Taisen OG: Original Generations,PS2,2007,Strategy,Banpresto,0.0,0.0,0.44,0.0,0.44
Army Men World War: Final Front,PS,2001,Action,3DO,0.24,0.17,0.0,0.03,0.44
Petz: Horsez 2,DS,2007,Simulation,Ubisoft,0.41,0.0,0.0,0.03,0.44
Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0.0,0.0,0.03,0.44
Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.06,0.44
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0.0,0.02,0.44
Jikkyou Powerful Pro Yakyuu 9,PS2,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44
Grind Session,PS,2000,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44
Naruto: Gekito Ninja Taisen! 3,GC,2004,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01,0.44
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.26,0.14,0.0,0.04,0.44
Wario World,GC,2003,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44
Scooby-Doo! Mystery Mayhem,GBA,2003,Action,THQ,0.31,0.12,0.0,0.01,0.44
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003,Misc,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44
Deer Drive,DS,2010,Sports,Mastiff,0.41,0.0,0.0,0.02,0.44
Just Dance 4,PS3,2012,Misc,Ubisoft,0.26,0.12,0.0,0.06,0.44
TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44
Battlebots: Design & Destroy,GBA,2003,Action,Majesco Entertainment,0.31,0.12,0.0,0.01,0.44
Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.44
Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,Nintendo,0.34,0.09,0.0,0.01,0.44
Power Rangers: S.P.D.,GBA,2004,Action,THQ,0.31,0.12,0.0,0.01,0.44
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0.0,0.06,0.44
SingStar Motown,PS2,2009,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.38,0.44
